,id,coordinates,lang,text,neg,neu,pos,compound
1808,67460c3912806767dc11683d4374c81d,"{'type': 'Point', 'coordinates': [144.9197527, -37.6793992]}",en,come out tonight to watch terror in a texas town good night for 10 jugs of beer and a free moviehttpstcofqxbtamd45,0.133,0.625,0.242,0.4215
1809,67460c3912806767dc11683d43836a67,"{'type': 'Point', 'coordinates': [144.94427645, -37.81905554]}",en,tom hawkins cleared by mrp and free to face north melbourne on friday night httptcofdqq7jc3mi,0.0,0.734,0.266,0.5719
1810,67460c3912806767dc11683d4387cac5,"{'type': 'Point', 'coordinates': [144.97456259, -37.86139463]}",en,oops accidental drinking occurring on a monday night onaschoolnight madness,0.375,0.625,0.0,-0.4939
1811,67460c3912806767dc11683d43883795,"{'type': 'Point', 'coordinates': [145.12353639, -38.06178699]}",en,magvoddy gtguy whos really good to but the chic she did bang bang last night unbelievableppl are just like what the she is so good,0.0,0.631,0.369,0.9059
1812,67460c3912806767dc11683d438a2be2,"{'type': 'Point', 'coordinates': [144.89690664, -37.67707059]}",en,cold snap returned to williamstown on saturday night  so good to be back on stage httptcol0mstmviwn,0.0,0.8,0.2,0.5777
1813,67460c3912806767dc11683d438b7d23,"{'type': 'Point', 'coordinates': [144.9616777, -37.8122225]}",en,warm wind outside at night  best,0.0,0.396,0.604,0.7269
1814,67460c3912806767dc11683d438e48a3,"{'type': 'Point', 'coordinates': [145.0038569, -37.7358973]}",en,theozhairybiker theprojecttv its ok rove i watched dr who last night so youre not alone and another,0.0,0.769,0.231,0.4945
1815,67460c3912806767dc11683d438fdb0e,"{'type': 'Point', 'coordinates': [144.9784826, -37.7976437]}",en,beautiful night drinking and smoking in one of my favourite melbourne dives a weekly event and about to watch a very stylish b western,0.0,0.837,0.163,0.5994
1816,67460c3912806767dc11683d43940a0a,"{'type': 'Point', 'coordinates': [144.72410397, -37.89138218]}",en,watching every footy show tonight bring on friday night nmfc14 cherryripe,0.0,1.0,0.0,0.0
1817,67460c3912806767dc11683d43948d12,"{'type': 'Point', 'coordinates': [145.135348, -38.107629]}",en,cleighmoores so the place i stayed at was what is now the ibis hotels try looking at budget melbourne cbd eliz st 79 a night,0.0,1.0,0.0,0.0
1818,67460c3912806767dc11683d439cb9cd,"{'type': 'Point', 'coordinates': [145.30618671, -37.76165332]}",en,gtrain46 wont be doing list management etc on a monday night tv show all class is roosy,0.0,1.0,0.0,0.0
1819,67460c3912806767dc11683d439f38b4,"{'type': 'Point', 'coordinates': [144.750903, -37.712247]}",en,ha i can even see 2 dat charges 80k per night on the list is money that easy mo gbe,0.094,0.67,0.237,0.4939
1820,67460c3912806767dc11683d43a080e6,"{'type': 'Point', 'coordinates': [145.21666279, -37.97245013]}",en,no one will work nights if they dont get penalty rates qanda,0.15,0.681,0.169,0.0721
1821,67460c3912806767dc11683d43a2bfa8,"{'type': 'Point', 'coordinates': [145.45458321, -38.07551139]}",en,rhettrospective i remember when they used to do appearances at the palace on saturday nights,0.0,1.0,0.0,0.0
1822,67460c3912806767dc11683d43a7973a,"{'type': 'Point', 'coordinates': [145.02876392, -37.6820514]}",en,good night pplz,0.0,0.408,0.592,0.4404
1823,67460c3912806767dc11683d43ac17b1,"{'type': 'Point', 'coordinates': [144.9173288, -37.6104796]}",en,nythea stephaniebriese  i dont crack it at him for sending me 6000 invites to five dollar night ,0.0,1.0,0.0,0.0
1824,67460c3912806767dc11683d43ad5a33,"{'type': 'Point', 'coordinates': [145.2007443, -37.9731266]}",en,fadhilzonis2 yeah sure night from aussie too ,0.0,0.526,0.474,0.5423
1825,67460c3912806767dc11683d43b18171,"{'type': 'Point', 'coordinates': [145.206093, -38.0808315]}",en,oliviastabier marchriska we might even let you use the night vision camera lmao,0.0,0.651,0.349,0.7096
1826,67460c3912806767dc11683d43b69149,"{'type': 'Point', 'coordinates': [145.03142132, -37.67634358]}",en,hilaryduff great to see you back in oz last night got this from you at your melb concert last time u where here httptcokttvksizxg,0.0,0.843,0.157,0.6249
1827,67460c3912806767dc11683d43bae861,"{'type': 'Point', 'coordinates': [145.13244894, -37.9124491]}",en,happy 21st slosh hope you had a great night breeno911 ,0.0,0.359,0.641,0.8934
1828,67460c3912806767dc11683d43bc26d3,"{'type': 'Point', 'coordinates': [144.94233081, -37.79185628]}",en,dont think i could be more excited for yeezus tomorrow night topped by my fave kimkardashian attending too goodtimesahead ,0.0,0.741,0.259,0.6801
1829,67460c3912806767dc11683d43bddcec,"{'type': 'Point', 'coordinates': [145.05205421, -37.85362992]}",en,job well done to my boys last night 2 goal victory against the swiss euro2016qualifiers england threelions,0.0,0.877,0.123,0.2732
1830,67460c3912806767dc11683d43bf02ff,"{'type': 'Point', 'coordinates': [145.18962161, -38.17004283]}",en,pumped for friday nights soulfest soulsearch grandfinal get down 401 swanston st 10pm and cheer us through  httptcobbvincbdcn,0.0,0.837,0.163,0.5106
1831,67460c3912806767dc11683d43cdf544,"{'type': 'Point', 'coordinates': [145.1931951, -37.6412736]}",en,its looking a bit dark around these parts alas it is too early for beer httptcopveawk6qex,0.13,0.87,0.0,-0.2732
1832,67460c3912806767dc11683d43d28927,"{'type': 'Point', 'coordinates': [144.98283441, -37.80634476]}",en,early night plans foiled by the 86 tram  crosbeee power failure on gertrude or smith the 86 tram has become the 11,0.309,0.691,0.0,-0.8176
1833,67460c3912806767dc11683d43d2d407,"{'type': 'Point', 'coordinates': [145.12362644, -38.06178129]}",en,kittykatbrogan just a tough night last night with kelly babe its ok now thothanks for asking,0.09,0.778,0.132,0.1779
1834,67460c3912806767dc11683d43d55abb,"{'type': 'Point', 'coordinates': [144.99658654, -37.84298535]}",en,crowd funding launch with a movie night rabbit proof fence in melbourne 40 film guests drink popcorn amp drink httpstcoawi6pmvhou,0.0,1.0,0.0,0.0
1835,67460c3912806767dc11683d43d80c19,"{'type': 'Point', 'coordinates': [144.96874043, -37.81829355]}",en,danny ferry is gone this night is ruined because danny ferry is gone youve no idea how sad i am,0.344,0.656,0.0,-0.8126
1836,67460c3912806767dc11683d43dc0eb3,"{'type': 'Point', 'coordinates': [144.72860337, -37.56232095]}",en,the anticipation for tomorrow night is getting to me yeezus,0.0,0.865,0.135,0.1027
1837,67460c3912806767dc11683d43de1a30,"{'type': 'Point', 'coordinates': [144.9793756, -37.821636]}",en,pushat killing it in melbourne on night one of the yeezus tour httptcoxeukz0wb3e,0.268,0.732,0.0,-0.6597
1838,67460c3912806767dc11683d43de2bea,"{'type': 'Point', 'coordinates': [144.81988248, -37.79260623]}",en,congrats to paul guarnera selected best speaker on the night by the dav panel httptcodorn1sgp58,0.0,0.631,0.369,0.8225
1839,67460c3912806767dc11683d43e0c171,"{'type': 'Point', 'coordinates': [145.03962579, -37.84964973]}",en,staying up all night to watch the apple keynote is actually the most romantic way to spend our first year together ,0.0,0.87,0.13,0.4576
1840,67460c3912806767dc11683d43e21616,"{'type': 'Point', 'coordinates': [144.96531461, -37.81201365]}",en,tuesday night chilloutrooftop bar   rooftop bar melbourne httptcow33b7yjyvd,0.0,1.0,0.0,0.0
1841,67460c3912806767dc11683d43e24933,"{'type': 'Point', 'coordinates': [144.94679903, -37.82401575]}",en,another one from sunday night i wanted to take the opportunity to reach out to you both with an httptcoov7rhfxix4,0.0,0.813,0.187,0.4404
1842,67460c3912806767dc11683d43e603fc,"{'type': 'Point', 'coordinates': [144.96980719, -37.81607299]}",en,pretty good for a tuesday night dinner pork belly tuna tataki and sticky beef buns feast  lucy httptcoz0jggwlfki,0.0,0.711,0.289,0.7269
1843,67460c3912806767dc11683d43e9cf72,"{'type': 'Point', 'coordinates': [144.80573055, -37.72042469]}",en,absolutely love melbourne  true beauty comes out a night melbourne beauty,0.0,0.284,0.716,0.9447
1844,67460c3912806767dc11683d43ee3654,"{'type': 'Point', 'coordinates': [145.22447407, -37.92919674]}",en,adnyana179 well let me give you a motherfucking opinion get ready dor the greatest night of your life ever,0.143,0.526,0.331,0.6124
1845,67460c3912806767dc11683d43ef3a6a,"{'type': 'Point', 'coordinates': [145.11611399, -38.19971653]}",en,we dont talk enough about that night misha and jensen had dinner amp a walk around rome at night together httptcoflxgjmw39q,0.0,1.0,0.0,0.0
1846,67460c3912806767dc11683d43f166fb,"{'type': 'Point', 'coordinates': [145.35106477, -37.91565119]}",en,i go to sydney tomorrow this time tomorrow night ill be in sydney getting ready for qld omf,0.138,0.739,0.123,-0.0772
1847,67460c3912806767dc11683d43fc9949,"{'type': 'Point', 'coordinates': [144.96184993, -37.80866759]}",en,our very colourful korean spread last night ausarchvanhoang was too hungry to get her hand off the httptcobjgrgrkh1f,0.0,0.842,0.158,0.4939
1848,67460c3912806767dc11683d43ff56b8,"{'type': 'Point', 'coordinates': [144.96557766, -37.82042549]}",en,i wonder did whoever fcked with kimkardashian and kanyewest send that apology the yeezus star requested at his concert last night,0.0,0.941,0.059,0.0516
1849,68b4cb4e1c4b77f9a211b300317e450e,"{'type': 'Point', 'coordinates': [144.978, -37.8822]}",en,its been long night at art attack creating this piece number 5 atlanticstar ebonyatlanta httpstconkkjtg2jyt,0.176,0.625,0.199,-0.1531
1850,6904a1ee3ea0923d0009fdda8f7687f1,"{'type': 'Point', 'coordinates': [145.01499, -37.73097]}",en,we had a killer night at hardrubbishbar on saturday celebrating our 100th byo vinyl event in httpstcoyeq1pxng9o,0.195,0.636,0.168,-0.1531
1851,6944af369f3d2b33e4ce576a4e03de6b,"{'type': 'Point', 'coordinates': [144.9785767, -37.8594208]}",en,surprise date night and my wonderful boyfriend is taking me to phillip island tomorrow which makes me httpstco2ue616ftwt,0.0,0.734,0.266,0.7003
1852,6944af369f3d2b33e4ce576a4e08afdb,"{'type': 'Point', 'coordinates': [144.967, -37.8167]}",en, cold night  large sweater  soft socks  perfection   melbourne httpstcoutgcbrou5r,0.0,0.684,0.316,0.5719
1853,6944af369f3d2b33e4ce576a4e0a5283,"{'type': 'Point', 'coordinates': [145.04431556, -37.87603101]}",en,the most delicious instant noodle on earth can be eaten only after bed time good night my beloved httpstcoz1k3wfqcas,0.0,0.611,0.389,0.8805
1854,6944af369f3d2b33e4ce576a4e0d5ae4,"{'type': 'Point', 'coordinates': [144.8875122, -37.7252312]}",en,last friday night at da club because i like saying amraprepost crossfit224matt pumping httpstconrn4iwizxr,0.0,0.828,0.172,0.3612
1855,6944af369f3d2b33e4ce576a4e0f32c2,"{'type': 'Point', 'coordinates': [144.99440391, -37.84577562]}",en,a  im expecting to see lots of it this weekend at poofdoof leatherdoof on sat night httpstcowjbxaitoqh,0.0,1.0,0.0,0.0
1856,6944af369f3d2b33e4ce576a4e122e5f,"{'type': 'Point', 'coordinates': [145.0232239, -37.8268318]}",en,muslcc arabian nights ball ballsohard  leonda by the yarra httpstcoee78lvwemf,0.0,1.0,0.0,0.0
1857,6944af369f3d2b33e4ce576a4e166456,"{'type': 'Point', 'coordinates': [144.967, -37.8333]}",en,thank you all who visited our studio last night as part of diavictas eddiavictas inside httpstcoeol0bnrxef,0.0,0.857,0.143,0.3612
1858,6944af369f3d2b33e4ce576a4e19df33,"{'type': 'Point', 'coordinates': [144.9841614, -37.7984695]}",en,265 six string brewing nsw  dark red ipa 6 1000beers  two row bar httpstcokb2eunfi6u,0.0,1.0,0.0,0.0
1859,6944af369f3d2b33e4ce576a4e1bcc57,"{'type': 'Point', 'coordinates': [144.96518492, -37.81531581]}",en,billie and ella in da butterflyclub house ready for night to of sophisticatedladymfringe  httpstco5ge7huo7bq,0.0,0.839,0.161,0.3612
1860,6944af369f3d2b33e4ce576a4e28efeb,"{'type': 'Point', 'coordinates': [145.0045624, -37.8484383]}",en,one of last nights raw treat trays at our new supergreenie smoothiebombs launch at organicacafe httpstco3u7hkeuijn,0.0,0.847,0.153,0.4019
1861,6944af369f3d2b33e4ce576a4e2c92dc,"{'type': 'Point', 'coordinates': [144.99687195, -37.79676318]}",en,had so much fun at the launch of the super greens thesmoothiebombs flavour last night we were so httpstcolidq640hou,0.0,0.694,0.306,0.8166
1862,6944af369f3d2b33e4ce576a4e2fe6d8,"{'type': 'Point', 'coordinates': [145.0701294, -37.7278519]}",en,enjoy your cheat night tonight and a sneaky sauvignon blanc knowing that tomorrow you will feel httpstcogrxv7khvbc,0.232,0.616,0.152,-0.1779
1863,6944af369f3d2b33e4ce576a4e30616a,"{'type': 'Point', 'coordinates': [144.97632765, -37.86741936]}",en,just a sneaky snap of thatkevinsmith and jaymewes in melbourne this week such a great night  httpstcoxfoudfakv2,0.1,0.684,0.216,0.4939
1864,6944af369f3d2b33e4ce576a4e3af534,"{'type': 'Point', 'coordinates': [145.067, -37.8333]}",en,friday night  parxe hq beer and music  the parxe show httpstcoftvlcnxcma,0.0,1.0,0.0,0.0
1865,6944af369f3d2b33e4ce576a4e3d8acc,"{'type': 'Point', 'coordinates': [144.90256, -37.861863]}",en,date night  nandos  williamstown in williamstown vic vic httpstcoibvhth3khb,0.0,1.0,0.0,0.0
1866,6944af369f3d2b33e4ce576a4e42679c,"{'type': 'Point', 'coordinates': [144.9610443, -37.8161469]}",en,team back together one night only blbc chaiseloungemel foxfm rnbfridays melbourne realdjing httpstcoza6ufpzp6b,0.0,1.0,0.0,0.0
1867,6944af369f3d2b33e4ce576a4e42e957,"{'type': 'Point', 'coordinates': [145.0301064, -37.8350831]}",en,shelleyware so looking forward to next friday night,0.0,1.0,0.0,0.0
1868,6944af369f3d2b33e4ce576a4e474d72,"{'type': 'Point', 'coordinates': [144.967, -37.8167]}",en,the city at night melbourne nofilter australia instaartwork lifeincolor uglyproject heart  httpstcof7sfkyfu1b,0.0,1.0,0.0,0.0
1869,6944af369f3d2b33e4ce576a4e48a99f,"{'type': 'Point', 'coordinates': [145.0077209, -37.8196716]}",en,we just launched new dates for the madarao  myoko tour 09 jan for 9 nights join us for more pow httpstcofjqkgvccew,0.0,0.829,0.171,0.4019
1870,6944af369f3d2b33e4ce576a4e492a87,"{'type': 'Point', 'coordinates': [144.9674988, -37.8153419]}",en,had a blast performing with these dapper lads and ladies last night kadizzler gsaball httpstcodedzanqbif,0.0,1.0,0.0,0.0
1871,6944af369f3d2b33e4ce576a4e4a67a0,"{'type': 'Point', 'coordinates': [145.23749361, -37.93603357]}",en,kcsc presentation night typically didnt take photos there thats how i roll get it  waverley httpstco3rk8jth0p2,0.0,1.0,0.0,0.0
1872,6944af369f3d2b33e4ce576a4e4b28fd,"{'type': 'Point', 'coordinates': [144.95695395, -37.82041378]}",en,last night at the stormzy1 warehouse rave in melbourne this was before he had even performed one httpstcogur4ucmzzm,0.0,1.0,0.0,0.0
1873,6944af369f3d2b33e4ce576a4e518d23,"{'type': 'Point', 'coordinates': [144.9440305, -37.81536912]}",en,last night at the grand malaysian ball trying to act all fancy shmancy  httpstcomrpvbprzuh,0.0,0.812,0.188,0.4588
1874,6944af369f3d2b33e4ce576a4e54b421,"{'type': 'Point', 'coordinates': [144.9712982, -37.7728004]}",en,sweet as times last thursday at the launching night of ladycarolinakitchen by chefmrwilson httpstcox6ntrfnj7x,0.0,0.812,0.188,0.4588
1875,6944af369f3d2b33e4ce576a4e59eac7,"{'type': 'Point', 'coordinates': [144.9464324, -37.8436315]}",en,last night of our popup gallery featured in beatmagazine come down tonight to see original australian art httptcoix0ptwtr38,0.0,0.881,0.119,0.3182
1876,6944af369f3d2b33e4ce576a4e5c4a60,"{'type': 'Point', 'coordinates': [144.95813715, -37.82326254]}",en,night life  sopretty beautiful fromwhereistand toocold freezingmyassoff nightlife melbourne httpstcogjf4cqiunv,0.0,0.698,0.302,0.5994
1877,6944af369f3d2b33e4ce576a4e5c93a6,"{'type': 'Point', 'coordinates': [144.75021567, -37.91768194]}",en,the night just getting better what a wedding  what a couple what a bridal party 18 of them huge httpstco3k0ctqyxxx,0.0,0.639,0.361,0.7845
1878,6944af369f3d2b33e4ce576a4e5ce2f5,"{'type': 'Point', 'coordinates': [144.9715356, -37.8601946]}",en,hey listen upi am currently photographing listen out 2015 what a night dphotooftheday httpstcomilcti8fdf,0.0,1.0,0.0,0.0
1879,6944af369f3d2b33e4ce576a4e5ef986,"{'type': 'Point', 'coordinates': [145.52787188, -37.72152946]}",en,too dark to see the moonlit scene but listen to those frogs  candlebark farm httpstcoocg9yotssi,0.0,1.0,0.0,0.0
1880,6944af369f3d2b33e4ce576a4e5fa243,"{'type': 'Point', 'coordinates': [145.0701294, -37.7278519]}",en,just trying to enjoy a quiet night at homebut i csnt help but feel like im being watched httpstcoaqqvlrctta,0.0,0.66,0.34,0.7351
1881,6944af369f3d2b33e4ce576a4e604435,"{'type': 'Point', 'coordinates': [144.9592133, -37.82341]}",en,fun night at the domperignon party thanks for having us crownresorts club23melbourne   crown towers httpstcojxoropb1ut,0.0,0.574,0.426,0.836
1882,6944af369f3d2b33e4ce576a4e605ee8,"{'type': 'Point', 'coordinates': [144.96551527, -37.85198351]}",en,hipwelltv big night with the popup cinema part of melbfringe  richardson street middle park httpstcoeyasmdqa0d,0.0,1.0,0.0,0.0
1883,6944af369f3d2b33e4ce576a4e60fdf1,"{'type': 'Point', 'coordinates': [144.967, -37.8167]}",en,holy shit balls timmytrumpet is following me on twitter this has made my night thanks timmy  httpstcokwungpijco,0.167,0.698,0.135,-0.1779
1884,6944af369f3d2b33e4ce576a4e616527,"{'type': 'Point', 'coordinates': [144.99835901, -37.77147801]}",en,late night gig but worth it jessribiero and mickharvey  northcote social club httpstcoqfyvrbvrv5,0.0,0.836,0.164,0.3291
1885,6944af369f3d2b33e4ce576a4e67fcc2,"{'type': 'Point', 'coordinates': [144.965193, -37.850211]}",en,serendipitous discovery of pop up rovayart gallery in middle park last night rovaygroovay httptcoc14nn70uho,0.0,1.0,0.0,0.0
1886,6944af369f3d2b33e4ce576a4e68fc83,"{'type': 'Point', 'coordinates': [144.97873327, -37.82178765]}",en, and that falsetto from the audienceyeees please  twas a fun night maroon5 httpstcohho8kj6ynb,0.0,0.641,0.359,0.6808
1887,6944af369f3d2b33e4ce576a4e6e3712,"{'type': 'Point', 'coordinates': [144.9501343, -37.8042488]}",en,packed house last night 15 tickets tonight melbfringe benbrockmandesigns melbourne httpstcoeyqz65no9z,0.0,1.0,0.0,0.0
1888,6944af369f3d2b33e4ce576a4e6f060f,"{'type': 'Point', 'coordinates': [144.97676871, -37.86775101]}",en,dark side of the moon  luna park melbourne httpstcoqlqzfsrhbx,0.0,1.0,0.0,0.0
1889,6944af369f3d2b33e4ce576a4e6f0c23,"{'type': 'Point', 'coordinates': [144.934906, -37.8413391]}",en,whats your preference  light medium or dark beer mrlawrencepm mrlawrence melbourne httpstco1cuj8iag2a,0.0,1.0,0.0,0.0
1890,6944af369f3d2b33e4ce576a4e6fb5da,"{'type': 'Point', 'coordinates': [144.992377, -37.824858]}",en,well shlohmo and h3yd33j blurriness of this photo explains how much fun we had that night or im httpstcoczl28q2vvm,0.0,0.759,0.241,0.6597
1891,6944af369f3d2b33e4ce576a4e6ffc67,"{'type': 'Point', 'coordinates': [145.2185974, -37.7384453]}",en,good night catching up with new and old friends awesomefoursome melfowles bbf lauralretzstudio httpstcolex1njwfdm,0.0,0.667,0.333,0.7184
1892,6944af369f3d2b33e4ce576a4e732278,"{'type': 'Point', 'coordinates': [144.97840883, -37.82313784]}",en,last night was awesome maroon5 maroon5vtour  rod laver arena  maroon httpstcokc5g3f2xmb,0.0,0.709,0.291,0.6249
1893,6944af369f3d2b33e4ce576a4e79d33d,"{'type': 'Point', 'coordinates': [144.97873327, -37.82178765]}",en,hands up if you were in the crowd at maroon5 last night first pics online at httptco3tgsrg3flr  httpstco8q0i2zyj9g,0.0,1.0,0.0,0.0
1894,6944af369f3d2b33e4ce576a4e7c5ff3,"{'type': 'Point', 'coordinates': [144.97873327, -37.82178765]}",en,adamlevine even though i didnt 100 agree with the junners you wore last night you still looked hot httpstcofjgabymqm5,0.11,0.89,0.0,-0.2755
1895,6944af369f3d2b33e4ce576a4e7fce37,"{'type': 'Point', 'coordinates': [145.0701294, -37.7278519]}",en,sunday night is french lotto night  cinchpt httpstcopqcfpyyyoa,0.0,1.0,0.0,0.0
1896,6944af369f3d2b33e4ce576a4e800e50,"{'type': 'Point', 'coordinates': [144.9927216, -37.8542213]}",en,sunday night mrmsays follow the new mrmiyagimelb snapchat at mrmiyagimelb for a bts look at one httpstcosguqsxrhud,0.0,1.0,0.0,0.0
1897,6944af369f3d2b33e4ce576a4e83d068,"{'type': 'Point', 'coordinates': [144.969986, -37.8134995]}",en,late night with city lights foodie melbourne snacking gno  harrys restaurant amp bar httpstcodpfic1sxle,0.0,1.0,0.0,0.0
1898,6944af369f3d2b33e4ce576a4e83f333,"{'type': 'Point', 'coordinates': [144.99357269, -37.85044724]}",en, melbourne night girlies  chapel street httpstcow8xdmqilim,0.0,1.0,0.0,0.0
1899,6944af369f3d2b33e4ce576a4e84e3a5,"{'type': 'Point', 'coordinates': [144.96965162, -37.78641888]}",en,cun 20have a great night with mayakarin and the guysmuzika melbourne rocksvscocam httpstcoyy7xu0ytfs,0.0,0.728,0.272,0.6249
1900,6944af369f3d2b33e4ce576a4e910314,"{'type': 'Point', 'coordinates': [144.8108235, -37.7923481]}",en,ive woken up and i just feel uneasy like last nights feelings are still with me but its fighting with my urge to remain unemotional,0.182,0.755,0.063,-0.5106
1901,6944af369f3d2b33e4ce576a4e97b77b,"{'type': 'Point', 'coordinates': [145.16482115, -37.88154348]}",en,brownlow medal night who will win  century city tavern in glen waverley vic httpstcoh8ddjrbqoh,0.0,0.635,0.365,0.7845
1902,6944af369f3d2b33e4ce576a4e9a5b1c,"{'type': 'Point', 'coordinates': [144.95312336, -37.82486976]}",en,inspirational guy amazing musics thanks for the wonderful show last night  see you soon httpstcocafx6htutx,0.0,0.445,0.555,0.9287
1903,6944af369f3d2b33e4ce576a4e9d1868,"{'type': 'Point', 'coordinates': [144.967, -37.8167]}",en,good night visitmelbourne nikonindonesia  melbourne australia httpstcox3uxaixzfc,0.0,0.674,0.326,0.4404
1904,6944af369f3d2b33e4ce576a4e9d8808,"{'type': 'Point', 'coordinates': [145.13334122, -37.91266956]}",en,so quiet at night monash monashuniversity monashuni night nightlife nighttime walkingaround httpstcolg5htywcju,0.0,1.0,0.0,0.0
1905,6944af369f3d2b33e4ce576a4ea0bd4f,"{'type': 'Point', 'coordinates': [144.993103, -37.8516006]}",en,dont wanna see the sun risescan i have a night a bit morelonger httpstcojybrsfbeki,0.0,1.0,0.0,0.0
1906,6944af369f3d2b33e4ce576a4ea5560e,"{'type': 'Point', 'coordinates': [144.57525324, -37.69679456]}",en,brekkie with my boy after our brownlow night sleepover brownlow breakfast icedcoffee cafe httpstcoezg185d488,0.0,1.0,0.0,0.0
1907,6944af369f3d2b33e4ce576a4ea6e2a9,"{'type': 'Point', 'coordinates': [144.89169292, -37.78495207]}",en,girls catch up sess  deserts food lastnight  desserts by night httpstco9fa6n2in0k,0.0,1.0,0.0,0.0
1908,6944af369f3d2b33e4ce576a4eb06839,"{'type': 'Point', 'coordinates': [144.96681, -37.818078]}",en,strong sunset cloud game from melbourne last night   vscocam  flinders street station httpstcojgts7miery,0.0,0.784,0.216,0.5106
1909,6944af369f3d2b33e4ce576a4eb3cacb,"{'type': 'Point', 'coordinates': [144.96622817, -37.81544391]}",en,night yarra nightview yarrariver  city of melbourne httpstco8qrznmhfog,0.0,1.0,0.0,0.0
1910,6944af369f3d2b33e4ce576a4eb59b4c,"{'type': 'Point', 'coordinates': [144.944, -37.7636]}",en,tuesday night homemade apple scrolls  bake apple cook delicious homemade sweet yum  httpstcomuhmxkdjt8,0.0,0.621,0.379,0.7717
1911,6944af369f3d2b33e4ce576a4eb6d4b4,"{'type': 'Point', 'coordinates': [144.970108, -37.8157196]}",en,tuesday night laneway dining great food  would recommend the tuna httpstcojfgryi6sqb,0.0,0.577,0.423,0.765
1912,6944af369f3d2b33e4ce576a4eb88aa6,"{'type': 'Point', 'coordinates': [144.95528698, -37.82070065]}",en,last night here   nomads allnations in melbourne vic httpstcorpapr8gz5c,0.0,1.0,0.0,0.0
1913,6944af369f3d2b33e4ce576a4ebc0490,"{'type': 'Point', 'coordinates': [144.9639893, -37.8119049]}",en,the amazingly talented aaronfavaloro in action thank you for a fabulous night we cant wait to httpstcouxpomsy6ls,0.0,0.578,0.422,0.8588
1914,6944af369f3d2b33e4ce576a4ebc0eb5,"{'type': 'Point', 'coordinates': [144.9639893, -37.8119049]}",en,amazing food and champagne topshopau elleaus spring racing night pommeryau luxbite  httpstcogybuqojt7i,0.0,0.625,0.375,0.7184
1915,6944af369f3d2b33e4ce576a4ebc82f8,"{'type': 'Point', 'coordinates': [144.9639893, -37.8119049]}",en,repost luxbite with repostappwhat an amazing night thank you to everyone involved httpstcotq070qblxo,0.0,0.636,0.364,0.743
1916,6944af369f3d2b33e4ce576a4ebd7b9c,"{'type': 'Point', 'coordinates': [144.95598889, -37.81593611]}",en,last night we passed by the 2015 annual and awards exhibition for the association of sculptors of httpstcohuimsxxj1k,0.0,0.85,0.15,0.4588
1917,6944af369f3d2b33e4ce576a4ebe3d23,"{'type': 'Point', 'coordinates': [144.98407002, -37.79921587]}",en,last night at ecstatic dance my bali family turned up and surprised me  infinite joy ultimate love ,0.0,0.496,0.504,0.9217
1918,6944af369f3d2b33e4ce576a4ebee990,"{'type': 'Point', 'coordinates': [144.967, -37.8167]}",en,my beautiful girlfriend empacker13 cooked me dinner last night yum reallyreallyfresh  melbourne httpstcoha8ok9qvkw,0.0,0.755,0.245,0.5994
1919,6944af369f3d2b33e4ce576a4ec07d3b,"{'type': 'Point', 'coordinates': [144.93677728, -37.75511704]}",en,walking with friends in dark is far better then walking along in light,0.0,0.647,0.353,0.7184
1920,6944af369f3d2b33e4ce576a4ed26bf4,"{'type': 'Point', 'coordinates': [144.95813715, -37.82326254]}",en,gambling night   crown melbourne httpstcogrqvrvbhyr,0.0,1.0,0.0,0.0
1921,6944af369f3d2b33e4ce576a4ed5606b,"{'type': 'Point', 'coordinates': [144.95813715, -37.82326254]}",en,last night was fun   crown melbourne httpstco66fo4hfb68,0.0,0.645,0.355,0.5106
1922,6944af369f3d2b33e4ce576a4ed96575,"{'type': 'Point', 'coordinates': [144.94189341, -37.81507597]}",en,up and down docklands melbourne interior of a building at night time awesome usage of the lights httpstcog6wwkzsfar,0.0,0.796,0.204,0.6249
1923,6944af369f3d2b33e4ce576a4ee3e15e,"{'type': 'Point', 'coordinates': [144.969, -37.8093]}",en,drinking a dark ale by white rabbit at trunktown275  httptcop8pcgeon5a,0.0,1.0,0.0,0.0
1924,6944af369f3d2b33e4ce576a4ee78581,"{'type': 'Point', 'coordinates': [144.9645922, -37.82139939]}",en,on top of melbourne day vs night view australia travel skyline  eureka skydeck 88 httpstco464xgl8uw8,0.0,0.886,0.114,0.2023
1925,6944af369f3d2b33e4ce576a4ee9644f,"{'type': 'Point', 'coordinates': [144.932, -37.7556]}",en,hoppy malty huge beer figs raisins treacle well done the night demon httptcog2z8yejzrp photo,0.0,0.732,0.268,0.5267
1926,6944af369f3d2b33e4ce576a4eebe62d,"{'type': 'Point', 'coordinates': [144.9796295, -37.8686714]}",en,starting the night partytime  fridaypublicholiday   httpstcov8pvgdeieb,0.0,1.0,0.0,0.0
1927,6944af369f3d2b33e4ce576a4ef321c3,"{'type': 'Point', 'coordinates': [144.84755472, -37.82816827]}",en,yes even on a public holidaybecause thursday night justaroundthecorner dressup bestandfairest httpstcombbaucswe2,0.0,0.787,0.213,0.4019
1928,6944af369f3d2b33e4ce576a4ef3fe11,"{'type': 'Point', 'coordinates': [144.9942169, -37.8476906]}",en,squad   last night we danced real slutty sarahhorroway misslyndelyeo baeboozie  the space httpstcoipziltha85,0.216,0.784,0.0,-0.5106
